"gene_type" "gene_name"
"1793627" "lncRNA" "GPC6-AS2"
"1793632" "lncRNA" "GPC6-AS1"
"1793638" "protein_coding" "DCT"
"1793715" "protein_coding" "TGDS"
"1793757" "protein_coding" "GPR180"
"1793781" "lncRNA" "LINC00391"
"1793790" "lncRNA" "SOX21-AS1"
"1793799" "protein_coding" "SOX21"
"1793807" "lncRNA" "LINC00557"
"1793810" "lncRNA" "AL139381.1"
"1793814" "protein_coding" "ABCC4"
"1794360" "protein_coding" "CLDN10"
"1794400" "lncRNA" "CLDN10-AS1"
"1794406" "protein_coding" "DZIP1"
"1794643" "lncRNA" "DNAJC3-DT"
"1794657" "protein_coding" "DNAJC3"
"1794714" "lncRNA" "AL138955.1"
"1794717" "protein_coding" "UGGT2"
"1794956" "protein_coding" "HS6ST3"
"1794971" "lncRNA" "AL353581.1"
"1794977" "protein_coding" "OXGR1"
"1795026" "lncRNA" "LINC00456"
"1795034" "protein_coding" "MBNL2"
"1795156" "lncRNA" "AL161430.1"
"1795161" "lncRNA" "AL442067.3"
"1795169" "protein_coding" "RAP2A"
"1795189" "lncRNA" "AL442067.1"
"1795192" "lncRNA" "AL442067.2"
"1795195" "lncRNA" "AL359502.1"
"1795199" "lncRNA" "AL359502.2"
"1795203" "lncRNA" "AL356580.1"
"1795207" "protein_coding" "IPO5"
"1795799" "protein_coding" "FARP1"
"1796224" "protein_coding" "RNF113B"
"1796234" "lncRNA" "AL445223.1"
"1796237" "lncRNA" "AL161896.1"
"1796241" "lncRNA" "FARP1-AS1"
"1796245" "protein_coding" "STK24"
"1796383" "lncRNA" "STK24-AS1"
"1796387" "protein_coding" "SLC15A1"
"1796445" "protein_coding" "DOCK9"
"1797422" "lncRNA" "DOCK9-AS1"
"1797427" "lncRNA" "DOCK9-DT"
"1797430" "lncRNA" "UBAC2-AS1"
"1797457" "protein_coding" "UBAC2"
"1797575" "protein_coding" "GPR18"
"1797616" "protein_coding" "GPR183"
"1797626" "lncRNA" "AL136961.1"
"1797631" "protein_coding" "TM9SF2"
"1797742" "lncRNA" "LINC01232"
"1797767" "lncRNA" "AL139035.1"
"1797772" "lncRNA" "LINC00449"
"1797776" "lncRNA" "LINC01039"
"1797781" "lncRNA" "AL139035.2"
"1797785" "protein_coding" "CLYBL"
"1797884" "lncRNA" "CLYBL-AS2"
"1797888" "lncRNA" "CLYBL-AS1"
"1797896" "lncRNA" "AL137139.2"
"1797926" "protein_coding" "ZIC5"
"1797936" "lncRNA" "AL355338.1"
"1797940" "protein_coding" "ZIC2"
"1797966" "lncRNA" "LINC00554"
"1797969" "lncRNA" "PCCA-DT"
"1797977" "protein_coding" "PCCA"
"1798420" "lncRNA" "AL353697.1"
"1798425" "lncRNA" "PCCA-AS1"
"1798440" "protein_coding" "GGACT"
"1798495" "lncRNA" "AL356966.1"
"1798508" "lncRNA" "AL136526.1"
"1798511" "protein_coding" "TMTC4"
"1798697" "lncRNA" "NALCN-AS1"
"1798707" "lncRNA" "LINC00411"
"1798719" "protein_coding" "NALCN"
"1798964" "protein_coding" "ITGBL1"
"1799118" "protein_coding" "FGF14"
"1799154" "lncRNA" "AL160153.1"
"1799159" "lncRNA" "FGF14-IT1"
"1799170" "lncRNA" "FGF14-AS1"
"1799177" "lncRNA" "FGF14-AS2"
"1799180" "lncRNA" "LINC00555"
"1799183" "lncRNA" "AL158063.1"
"1799186" "protein_coding" "TPP2"
"1799628" "protein_coding" "METTL21C"
"1799642" "protein_coding" "CCDC168"
"1799656" "lncRNA" "LINC00283"
"1799660" "lncRNA" "AL157769.1"
"1799665" "protein_coding" "TEX30"
"1799759" "protein_coding" "POGLUT2"
"1799804" "protein_coding" "BIVM"
"1800131" "protein_coding" "ERCC5"
"1800417" "lncRNA" "AL137246.1"
"1800420" "lncRNA" "AL137246.2"
"1800423" "protein_coding" "SLC10A2"
"1800441" "lncRNA" "AL162717.1"
"1800446" "lncRNA" "LINC01309"
"1800455" "lncRNA" "AL136524.1"
"1800460" "lncRNA" "AL138954.1"
"1800464" "lncRNA" "DAOA-AS1"
"1800473" "protein_coding" "DAOA"
"1800644" "lncRNA" "AL359745.1"
"1800652" "lncRNA" "LINC00343"
"1801418" "lncRNA" "AL138701.2"
"1801427" "lncRNA" "AL139379.1"
"1801432" "lncRNA" "LINC00460"
"1801464" "protein_coding" "EFNB2"
"1801485" "lncRNA" "AL138689.2"
"1801501" "lncRNA" "AL138689.1"
"1801504" "protein_coding" "ARGLU1"
"1801533" "lncRNA" "LINC00551"
"1801558" "lncRNA" "LINC00443"
"1801576" "lncRNA" "AL163534.1"
"1801580" "lncRNA" "AL162574.2"
"1801583" "lncRNA" "AL162574.1"
"1801586" "lncRNA" "AL354741.1"
"1801590" "protein_coding" "FAM155A"
"1801602" "lncRNA" "AL445649.1"
"1801605" "lncRNA" "FAM155A-IT1"
"1801609" "lncRNA" "AL359436.1"
"1801613" "lncRNA" "AL136964.1"
"1801616" "protein_coding" "LIG4"
"1801668" "protein_coding" "ABHD13"
"1801678" "protein_coding" "TNFSF13B"
"1801735" "lncRNA" "AL157762.1"
"1801738" "lncRNA" "AL138694.1"
"1801753" "protein_coding" "MYO16"
"1801991" "lncRNA" "MYO16-AS2"
"1801995" "lncRNA" "MYO16-AS1"
"1802001" "lncRNA" "AL161431.1"
"1802007" "lncRNA" "LINC00370"
"1802017" "lncRNA" "LINC01067"
"1802021" "lncRNA" "LINC00399"
"1802025" "lncRNA" "AL163541.1"
"1802031" "lncRNA" "LINC00676"
"1802036" "protein_coding" "IRS2"
"1802046" "lncRNA" "AL162497.1"
"1802051" "lncRNA" "AL355810.1"
"1802054" "lncRNA" "AL355974.1"
"1802057" "lncRNA" "AL390755.1"
"1802105" "lncRNA" "AL355974.2"
"1802108" "lncRNA" "LINC00396"
"1802114" "lncRNA" "AL390755.3"
"1802119" "protein_coding" "COL4A1"
"1802523" "protein_coding" "COL4A2"
"1802800" "lncRNA" "COL4A2-AS2"
"1802807" "lncRNA" "COL4A2-AS1"
"1802812" "protein_coding" "RAB20"
"1802822" "lncRNA" "AL139385.1"
"1802825" "protein_coding" "NAXD"
"1802880" "protein_coding" "CARS2"
"1803162" "protein_coding" "ING1"
"1803206" "lncRNA" "LINC00567"
"1803209" "lncRNA" "LINC00346"
"1803212" "protein_coding" "ANKRD10"
"1803299" "lncRNA" "ANKRD10-IT1"
"1803303" "lncRNA" "AL442128.2"
"1803306" "lncRNA" "LINC00368"
"1803311" "lncRNA" "AL353704.2"
"1803315" "lncRNA" "ARHGEF7-AS2"
"1803319" "protein_coding" "ARHGEF7"
"1803849" "lncRNA" "ARHGEF7-IT1"
"1803853" "lncRNA" "ARHGEF7-AS1"
"1803857" "lncRNA" "AL353704.1"
"1803861" "protein_coding" "TEX29"
"1803898" "lncRNA" "AL359649.1"
"1803906" "lncRNA" "LINC02337"
"1803910" "lncRNA" "LINC00354"
"1803951" "lncRNA" "SOX1-OT"
"1803984" "protein_coding" "SOX1"
"1803992" "lncRNA" "AL356961.1"
"1803995" "lncRNA" "LINC00404"
"1803999" "lncRNA" "LINC01070"
"1804007" "lncRNA" "LINC01043"
"1804011" "lncRNA" "LINC01044"
"1804016" "protein_coding" "SPACA7"
"1804083" "protein_coding" "TUBGCP3"
"1804280" "lncRNA" "AL139384.2"
"1804283" "lncRNA" "ATP11AUN"
"1804288" "lncRNA" "AL139384.1"
"1804291" "protein_coding" "ATP11A"
"1804639" "lncRNA" "ATP11A-AS1"
"1804643" "lncRNA" "AL356752.1"
"1804646" "protein_coding" "MCF2L"
"1805308" "lncRNA" "AL356740.1"
"1805311" "lncRNA" "MCF2L-AS1"
"1805315" "lncRNA" "AL356740.2"
"1805318" "lncRNA" "AL356740.3"
"1805321" "protein_coding" "F7"
"1805408" "protein_coding" "F10"
"1805506" "lncRNA" "F10-AS1"
"1805510" "lncRNA" "AL137002.2"
"1805514" "protein_coding" "PROZ"
"1805565" "lncRNA" "AL137002.1"
"1805568" "protein_coding" "PCID2"
"1805880" "protein_coding" "CUL4A"
"1806159" "protein_coding" "LAMP1"
"1806193" "protein_coding" "GRTP1"
"1806270" "lncRNA" "AL136221.1"
"1806273" "lncRNA" "GRTP1-AS1"
"1806283" "protein_coding" "ADPRHL1"
"1806356" "protein_coding" "DCUN1D2"
"1806476" "lncRNA" "DCUN1D2-AS"
"1806483" "protein_coding" "TMCO3"
"1806620" "lncRNA" "AL442125.2"
"1806624" "lncRNA" "AL442125.1"
"1806627" "protein_coding" "TFDP1"
"1806744" "protein_coding" "ATP4B"
"1806764" "protein_coding" "GRK1"
"1806791" "protein_coding" "TMEM255B"
"1806850" "lncRNA" "GAS6-AS1"
"1806859" "protein_coding" "GAS6"
"1806920" "lncRNA" "GAS6-DT"
"1806931" "lncRNA" "BX072579.1"
"1806938" "lncRNA" "LINC00454"
"1806976" "lncRNA" "BX072579.2"
"1806992" "lncRNA" "LINC00452"
"1807016" "lncRNA" "LINC00565"
"1807019" "protein_coding" "C13orf46"
"1807044" "protein_coding" "RASA3"
"1807105" "lncRNA" "RASA3-IT1"
"1807109" "protein_coding" "CFAP97D2"
"1807172" "lncRNA" "AL160396.1"
"1807178" "protein_coding" "CDC16"
"1807540" "lncRNA" "AL160396.2"
"1807544" "protein_coding" "UPF3A"
"1807657" "protein_coding" "CHAMP1"
"1807714" "lncRNA" "LINC01054"
"1807719" "lncRNA" "CR383656.10"
"1807723" "protein_coding" "OR11H12"
"1807731" "lncRNA" "LINC02297"
"1807736" "lncRNA" "CR383656.12"
"1807740" "lncRNA" "AL929601.1"
"1807749" "lncRNA" "AL929601.2"
"1807753" "protein_coding" "POTEM"
"1807838" "lncRNA" "AL929601.3"
"1807842" "lncRNA" "AL589182.1"
"1807850" "lncRNA" "AL589743.4"
"1807860" "lncRNA" "AL589743.1"
"1807863" "lncRNA" "LINC01297"
"1807873" "protein_coding" "POTEG"
"1807958" "lncRNA" "AL512624.2"
"1807962" "lncRNA" "AL512310.10"
"1807967" "lncRNA" "AL512310.9"
"1807971" "lncRNA" "AL512310.2"
"1807976" "protein_coding" "OR11H2"
"1807992" "protein_coding" "OR4N2"
"1808030" "protein_coding" "OR4Q3"
"1808047" "protein_coding" "OR4M1"
"1808071" "protein_coding" "OR4K2"
"1808097" "protein_coding" "OR4K5"
"1808105" "protein_coding" "OR4K1"
"1808133" "protein_coding" "OR4K15"
"1808148" "protein_coding" "OR4K14"
"1808164" "protein_coding" "OR4K13"
"1808189" "protein_coding" "OR4L1"
"1808196" "protein_coding" "OR4K17"
"1808223" "protein_coding" "OR4N5"
"1808241" "protein_coding" "OR11G2"
"1808266" "protein_coding" "OR11H6"
"1808273" "protein_coding" "OR11H4"
"1808297" "protein_coding" "TTC5"
"1808380" "lncRNA" "AL356019.2"
"1808383" "lncRNA" "AL356019.1"
"1808387" "protein_coding" "CCNB1IP1"
"1808602" "lncRNA" "AL355075.6"
"1808606" "lncRNA" "AL355075.4"
"1808609" "protein_coding" "PARP2"
"1808777" "lncRNA" "AL355075.1"
"1808781" "protein_coding" "TEP1"
"1809335" "protein_coding" "KLHL33"
"1809376" "protein_coding" "OSGEP"
"1809482" "lncRNA" "AL355075.2"
"1809486" "protein_coding" "APEX1"
"1809686" "protein_coding" "PIP4P1"
"1809758" "protein_coding" "PNP"
"1809827" "lncRNA" "AL355075.3"
"1809831" "protein_coding" "RNASE10"
"1809848" "protein_coding" "RNASE9"
"1809987" "protein_coding" "RNASE11"
"1810097" "lncRNA" "AL163195.2"
"1810125" "protein_coding" "RNASE12"
"1810133" "protein_coding" "OR6S1"
"1810140" "protein_coding" "ANG"
"1810162" "protein_coding" "RNASE4"
"1810190" "lncRNA" "AL163636.1"
"1810196" "protein_coding" "EDDM3A"
"1810206" "protein_coding" "EDDM3B"
"1810216" "protein_coding" "RNASE6"
"1810226" "lncRNA" "AL133371.2"
"1810230" "protein_coding" "RNASE1"
"1810280" "lncRNA" "AL133371.3"
"1810291" "lncRNA" "AL133371.1"
"1810295" "protein_coding" "RNASE3"
"1810305" "lncRNA" "AL355922.4"
"1810309" "lncRNA" "AL355922.3"
"1810313" "lncRNA" "AL355922.1"
"1810317" "protein_coding" "RNASE2"
"1810327" "protein_coding" "METTL17"
"1810650" "lncRNA" "AL161668.3"
"1810662" "protein_coding" "SLC39A2"
"1810692" "protein_coding" "NDRG2"
"1812255" "protein_coding" "TPPP2"
"1812351" "lncRNA" "AL161668.4"
"1812359" "lncRNA" "AL161668.2"
"1812363" "protein_coding" "RNASE13"
"1812373" "protein_coding" "RNASE7"
"1812394" "protein_coding" "RNASE8"
"1812402" "protein_coding" "ARHGEF40"
"1812605" "protein_coding" "ZNF219"
"1812724" "protein_coding" "TMEM253"
"1812791" "lncRNA" "AL161668.1"
"1812795" "protein_coding" "OR5AU1"
"1812828" "lncRNA" "LINC00641"
"1812834" "protein_coding" "HNRNPC"
"1813396" "protein_coding" "RPGRIP1"
"1813714" "protein_coding" "SUPT16H"
"1813836" "lncRNA" "AL135744.1"
"1813839" "protein_coding" "CHD8"
"1814652" "protein_coding" "RAB2B"
"1814728" "protein_coding" "TOX4"
"1814872" "protein_coding" "METTL3"
"1815040" "protein_coding" "SALL2"
"1815112" "lncRNA" "AL161747.2"
"1815116" "protein_coding" "OR10G3"
"1815146" "TR_V_gene" "TRAV1-1"
"1815154" "protein_coding" "OR10G2"
"1815162" "TR_V_gene" "TRAV1-2"
"1815170" "protein_coding" "OR4E2"
"1815190" "protein_coding" "OR4E1"
"1815203" "TR_V_gene" "TRAV2"
"1815211" "lncRNA" "AC243972.1"
"1815215" "TR_V_gene" "TRAV3"
"1815223" "TR_V_gene" "TRAV4"
"1815231" "TR_V_gene" "TRAV5"
"1815239" "TR_V_gene" "TRAV6"
"1815247" "TR_V_gene" "TRAV7"
"1815254" "TR_V_gene" "TRAV8-1"
"1815262" "TR_V_gene" "TRAV9-1"
"1815269" "TR_V_gene" "TRAV10"
"1815277" "TR_V_pseudogene" "TRAV11"
"1815281" "TR_V_gene" "TRAV12-1"
"1815289" "TR_V_gene" "TRAV8-2"
"1815297" "TR_V_gene" "TRAV8-3"
"1815304" "TR_V_gene" "TRAV13-1"
"1815312" "TR_V_gene" "TRAV12-2"
"1815320" "TR_V_gene" "TRAV8-4"
"1815328" "TR_V_pseudogene" "TRAV8-5"
"1815333" "TR_V_gene" "TRAV13-2"
"1815341" "TR_V_gene" "TRAV14DV4"
"1815349" "TR_V_gene" "TRAV9-2"
"1815357" "TR_V_pseudogene" "TRAV15"
"1815360" "TR_V_gene" "TRAV12-3"
"1815368" "TR_V_gene" "TRAV8-6"
"1815376" "TR_V_gene" "TRAV16"
"1815383" "TR_V_gene" "TRAV17"
"1815391" "TR_V_gene" "TRAV18"
"1815399" "TR_V_gene" "TRAV19"
"1815407" "TR_V_gene" "TRAV20"
"1815415" "TR_V_gene" "TRAV21"
"1815423" "TR_V_gene" "TRAV22"
"1815431" "TR_V_gene" "TRAV23DV6"
"1815439" "TR_V_gene" "TRDV1"
"1815450" "TR_V_gene" "TRAV24"
"1815457" "TR_V_gene" "TRAV25"
"1815465" "TR_V_gene" "TRAV26-1"
"1815473" "TR_V_gene" "TRAV8-7"
"1815480" "TR_V_gene" "TRAV27"
"1815488" "TR_V_pseudogene" "TRAV28"
"1815492" "TR_V_gene" "TRAV29DV5"
"1815500" "TR_V_gene" "TRAV30"
"1815507" "TR_V_pseudogene" "TRAV31"
"1815511" "TR_V_pseudogene" "TRAV32"
"1815515" "TR_V_pseudogene" "TRAV33"
"1815519" "lncRNA" "AC244502.1"
"1815576" "TR_V_gene" "TRAV26-2"
"1815583" "TR_V_gene" "TRAV34"
"1815591" "TR_V_pseudogene" "TRAV35"
"1815595" "TR_V_gene" "TRAV36DV7"
"1815603" "TR_V_pseudogene" "TRAV37"
"1815607" "TR_V_gene" "TRAV38-1"
"1815615" "TR_V_gene" "TRAV38-2DV8"
"1815623" "TR_V_gene" "TRAV39"
"1815630" "TR_V_gene" "TRAV40"
"1815637" "TR_V_gene" "TRAV41"
"1815644" "lncRNA" "AC244502.3"
"1815649" "TR_V_gene" "TRDV2"
"1815657" "TR_D_gene" "TRDD1"
"1815661" "TR_D_gene" "TRDD2"
"1815665" "TR_D_gene" "TRDD3"
"1815669" "TR_J_gene" "TRDJ1"
"1815673" "TR_J_gene" "TRDJ4"
"1815677" "TR_J_gene" "TRDJ2"
"1815681" "TR_J_gene" "TRDJ3"
"1815685" "TR_C_gene" "TRDC"
"1815697" "TR_V_gene" "TRDV3"
"1815705" "TR_J_gene" "TRAJ61"
"1815709" "TR_J_pseudogene" "TRAJ60"
"1815712" "TR_J_gene" "TRAJ59"
"1815716" "TR_J_gene" "TRAJ58"
"1815720" "TR_J_gene" "TRAJ57"
"1815724" "TR_J_gene" "TRAJ56"
"1815728" "TR_J_pseudogene" "TRAJ55"
"1815731" "TR_J_gene" "TRAJ54"
"1815735" "TR_J_gene" "TRAJ53"
"1815739" "TR_J_gene" "TRAJ52"
"1815743" "TR_J_pseudogene" "TRAJ51"
"1815746" "TR_J_gene" "TRAJ50"
"1815750" "TR_J_gene" "TRAJ49"
"1815754" "TR_J_gene" "TRAJ48"
"1815758" "TR_J_gene" "TRAJ47"
"1815762" "TR_J_gene" "TRAJ46"
"1815766" "TR_J_gene" "TRAJ45"
"1815770" "TR_J_gene" "TRAJ44"
"1815774" "TR_J_gene" "TRAJ43"
"1815778" "TR_J_gene" "TRAJ42"
"1815782" "TR_J_gene" "TRAJ41"
"1815786" "TR_J_gene" "TRAJ40"
"1815790" "TR_J_gene" "TRAJ39"
"1815794" "TR_J_gene" "TRAJ38"
"1815798" "TR_J_gene" "TRAJ37"
"1815802" "TR_J_gene" "TRAJ36"
"1815806" "TR_J_gene" "TRAJ35"
"1815810" "TR_J_gene" "TRAJ34"
"1815814" "TR_J_gene" "TRAJ33"
"1815818" "TR_J_gene" "TRAJ32"
"1815822" "TR_J_gene" "TRAJ31"
"1815826" "TR_J_gene" "TRAJ30"
"1815830" "TR_J_gene" "TRAJ29"
"1815834" "TR_J_gene" "TRAJ28"
"1815838" "TR_J_gene" "TRAJ27"
"1815842" "TR_J_gene" "TRAJ26"
"1815846" "TR_J_gene" "TRAJ25"
"1815850" "TR_J_gene" "TRAJ24"
"1815854" "TR_J_gene" "TRAJ23"
"1815858" "TR_J_gene" "TRAJ22"
"1815862" "TR_J_gene" "TRAJ21"
"1815866" "TR_J_gene" "TRAJ20"
"1815870" "TR_J_gene" "TRAJ19"
"1815874" "TR_J_gene" "TRAJ18"
"1815878" "TR_J_gene" "TRAJ17"
"1815882" "TR_J_gene" "TRAJ16"
"1815886" "TR_J_gene" "TRAJ14"
"1815890" "TR_J_gene" "TRAJ13"
"1815894" "TR_J_gene" "TRAJ12"
"1815898" "TR_J_gene" "TRAJ11"
"1815902" "TR_J_gene" "TRAJ10"
"1815906" "TR_J_gene" "TRAJ9"
"1815910" "TR_J_pseudogene" "TRAJ8"
"1815913" "TR_J_gene" "TRAJ7"
"1815917" "TR_J_gene" "TRAJ6"
"1815921" "TR_J_gene" "TRAJ5"
"1815925" "TR_J_gene" "TRAJ4"
"1815929" "TR_J_gene" "TRAJ3"
"1815933" "TR_J_gene" "TRAJ2"
"1815937" "TR_J_gene" "TRAJ1"
"1815941" "TR_C_gene" "TRAC"
"1815953" "lncRNA" "LINC02332"
"1815958" "lncRNA" "AC243965.1"
"1815964" "protein_coding" "DAD1"
"1816010" "lncRNA" "AC243965.2"
"1816014" "protein_coding" "ABHD4"
"1816129" "protein_coding" "OR6J1"
"1816139" "lncRNA" "AL160314.2"
"1816170" "protein_coding" "OXA1L"
"1816334" "protein_coding" "SLC7A7"
"1816627" "protein_coding" "MRPL52"
"1816804" "protein_coding" "MMP14"
"1816864" "protein_coding" "LRP10"
"1816924" "protein_coding" "REM2"
"1816951" "protein_coding" "RBM23"
"1817367" "lncRNA" "PRMT5-AS1"
"1817395" "protein_coding" "PRMT5"
"1817846" "lncRNA" "AL132780.1"
"1817859" "protein_coding" "HAUS4"
"1818164" "protein_coding" "AJUBA"
"1818281" "lncRNA" "AL132780.2"
"1818296" "protein_coding" "C14orf93"
"1818529" "protein_coding" "PSMB5"
"1818594" "protein_coding" "PSMB11"
"1818602" "protein_coding" "CDH24"
"1818746" "protein_coding" "ACIN1"
"1819144" "protein_coding" "C14orf119"
"1819163" "protein_coding" "LMLN2"
"1819272" "protein_coding" "CEBPE"
"1819282" "protein_coding" "SLC7A8"
"1819497" "protein_coding" "RNF212B"
"1819632" "protein_coding" "HOMEZ"
"1819662" "protein_coding" "PPP1R3E"
"1819748" "protein_coding" "BCL2L2"
"1819809" "protein_coding" "BCL2L2-PABPN1"
"1819859" "protein_coding" "PABPN1"
"1819952" "protein_coding" "SLC22A17"
"1820116" "protein_coding" "EFS"
"1820166" "lncRNA" "AL049829.2"
"1820170" "protein_coding" "IL25"
"1820191" "protein_coding" "CMTM5"
"1820300" "protein_coding" "MYH6"
"1820403" "protein_coding" "MYH7"
"1820489" "lncRNA" "AL132855.1"
"1820493" "protein_coding" "NGDN"
"1820630" "lncRNA" "ZFHX2-AS1"
"1820652" "protein_coding" "ZFHX2"
"1820712" "lncRNA" "AL135999.2"
"1820715" "protein_coding" "THTPA"
"1820784" "protein_coding" "AP1G2"
"1821146" "lncRNA" "AL135999.1"
"1821152" "protein_coding" "JPH4"
"1821222" "lncRNA" "AL135999.3"
"1821225" "protein_coding" "DHRS2"
"1821368" "lncRNA" "AL160237.1"
"1821424" "lncRNA" "AL136419.2"
"1821429" "lncRNA" "LINC00596"
"1821434" "lncRNA" "DHRS4-AS1"
"1821490" "protein_coding" "DHRS4"
"1821615" "protein_coding" "DHRS4L2"
"1821787" "lncRNA" "AL136419.3"
"1821791" "protein_coding" "CARMIL3"
"1821918" "protein_coding" "CPNE6"
"1822211" "protein_coding" "NRL"
"1822274" "protein_coding" "PCK2"
"1822517" "protein_coding" "DCAF11"
"1823089" "protein_coding" "FITM1"
"1823106" "protein_coding" "PSME1"
"1823267" "protein_coding" "EMC9"
"1823341" "lncRNA" "AL136295.2"
"1823345" "protein_coding" "PSME2"
"1823562" "protein_coding" "RNF31"
"1823944" "protein_coding" "IRF9"
"1824103" "protein_coding" "REC8"
"1824285" "protein_coding" "IPO4"
"1824796" "lncRNA" "AL136295.17"
"1824800" "protein_coding" "TM9SF1"
"1824941" "lncRNA" "AL136295.6"
"1824944" "lncRNA" "AL136295.7"
"1824947" "protein_coding" "TSSK4"
"1825016" "protein_coding" "CHMP4A"
"1825130" "protein_coding" "MDP1"
"1825199" "protein_coding" "NEDD8"
"1825259" "protein_coding" "GMPR2"
"1825756" "protein_coding" "TINF2"
"1825919" "protein_coding" "TGM1"
"1826045" "protein_coding" "RABGGTA"
"1826375" "lncRNA" "AL096870.8"
"1826379" "lncRNA" "AL096870.6"
"1826384" "protein_coding" "DHRS1"
"1826489" "protein_coding" "NOP9"
"1826576" "protein_coding" "CIDEB"
"1826645" "protein_coding" "LTB4R2"
"1826687" "protein_coding" "LTB4R"
"1826729" "protein_coding" "ADCY4"
"1827104" "protein_coding" "RIPK3"
"1827176" "protein_coding" "NFATC4"
"1827788" "protein_coding" "NYNRIN"
"1827817" "protein_coding" "CBLN3"
"1827840" "protein_coding" "KHNYN"
"1827930" "protein_coding" "SDR39U1"
"1828104" "lncRNA" "AL132800.1"
"1828112" "protein_coding" "CMA1"
"1828141" "protein_coding" "CTSG"
"1828162" "lncRNA" "AL136018.1"
"1828172" "protein_coding" "GZMH"
"1828212" "protein_coding" "GZMB"
"1828330" "protein_coding" "STXBP6"
"1828450" "lncRNA" "AL161663.2"
"1828454" "lncRNA" "AL161663.1"
"1828458" "lncRNA" "LINC02286"
"1828476" "lncRNA" "LINC02306"
"1828496" "lncRNA" "AL132633.1"
"1828501" "protein_coding" "NOVA1"
"1828652" "lncRNA" "AL079343.1"
"1828655" "lncRNA" "LINC02588"
"1828709" "lncRNA" "AL110292.1"
"1828731" "lncRNA" "LINC02294"
"1828737" "lncRNA" "LINC02293"
"1828781" "lncRNA" "AL132718.1"
"1828786" "lncRNA" "MIR4307HG"
"1828931" "lncRNA" "LINC00645"
"1828960" "lncRNA" "AL139023.1"
"1828965" "lncRNA" "LINC02300"
"1828970" "lncRNA" "FOXG1-AS1"
"1828997" "protein_coding" "FOXG1"
"1829026" "lncRNA" "LINC01551"
"1829062" "lncRNA" "LINC02282"
"1829073" "lncRNA" "LINC02281"
"1829084" "lncRNA" "LINC02327"
"1829201" "lncRNA" "LINC02326"
"1829234" "lncRNA" "AL135878.1"
"1829278" "lncRNA" "AL133166.1"
"1829357" "lncRNA" "AL158058.1"
"1829371" "lncRNA" "AL158058.2"
"1829378" "protein_coding" "PRKD1"
"1829631" "lncRNA" "AL356756.1"
"1829635" "lncRNA" "AL355053.1"
"1829639" "lncRNA" "AL133372.3"
"1829646" "lncRNA" "AL133372.2"
"1829659" "lncRNA" "G2E3-AS1"
"1829680" "protein_coding" "G2E3"
"1829932" "protein_coding" "SCFD1"
"1830497" "lncRNA" "AL121852.1"
"1830502" "protein_coding" "COCH"
"1830792" "lncRNA" "AL049830.3"
"1830813" "protein_coding" "STRN3"
"1830965" "protein_coding" "AP4S1"
"1831192" "protein_coding" "HECTD1"
"1831677" "lncRNA" "AL136418.1"
"1831685" "protein_coding" "HEATR5A"
"1831902" "lncRNA" "AL139353.2"
"1831920" "protein_coding" "DTD2"
"1831958" "protein_coding" "GPR33"
"1831968" "protein_coding" "NUBPL"
"1832137" "lncRNA" "AL163973.3"
"1832142" "lncRNA" "AL163973.2"
"1832146" "lncRNA" "AL355112.1"
"1832150" "lncRNA" "LINC02313"
"1832154" "lncRNA" "AL352984.1"
"1832158" "lncRNA" "ARHGAP5-AS1"
"1832161" "protein_coding" "ARHGAP5"
"1832324" "lncRNA" "AL161665.1"
"1832328" "lncRNA" "AL161665.2"
"1832331" "protein_coding" "AKAP6"
"1832497" "lncRNA" "AL136298.1"
"1832506" "protein_coding" "NPAS3"
"1832742" "lncRNA" "AL161851.1"
"1832746" "lncRNA" "AL161851.2"
"1832750" "protein_coding" "EGLN3"
"1832837" "lncRNA" "EGLN3-AS1"
"1832842" "protein_coding" "SPTSSA"
"1832852" "protein_coding" "EAPP"
"1832924" "lncRNA" "AL445363.1"
"1832932" "lncRNA" "AL445363.2"
"1832940" "protein_coding" "SNX6"
"1833184" "protein_coding" "CFL2"
"1833306" "protein_coding" "BAZ1A"
"1833540" "lncRNA" "AL121603.2"
"1833543" "protein_coding" "SRP54"
"1833764" "protein_coding" "FAM177A1"
"1833894" "protein_coding" "PPP2R3C"
"1834241" "protein_coding" "PRORP"
"1834398" "protein_coding" "PSMA6"
"1834625" "lncRNA" "AL133163.2"
"1834629" "protein_coding" "NFKBIA"
"1834723" "lncRNA" "AL133163.3"
"1834727" "protein_coding" "INSM2"
"1834735" "protein_coding" "RALGAPA1"
"1835287" "lncRNA" "AL162311.3"
"1835291" "protein_coding" "BRMS1L"
"1835390" "lncRNA" "AL162311.1"
"1835394" "lncRNA" "AL133304.3"
"1835429" "lncRNA" "AL133304.1"
"1835433" "lncRNA" "AL133304.2"
"1835438" "lncRNA" "LINC00609"
"1835443" "lncRNA" "PTCSC3"
"1835449" "lncRNA" "AL162511.1"
"1835454" "protein_coding" "MBIP"
"1835616" "lncRNA" "AL132857.1"
"1835627" "protein_coding" "SFTA3"
"1835721" "protein_coding" "NKX2-1"
"1835775" "lncRNA" "NKX2-1-AS1"
"1835779" "protein_coding" "NKX2-8"
"1835789" "lncRNA" "AL079303.1"
"1835793" "protein_coding" "PAX9"
"1835845" "protein_coding" "SLC25A21"
"1835912" "lncRNA" "AL162464.2"
"1835916" "lncRNA" "AL162464.1"
